,0
1299,"{'label': 'POSITIVE', 'score': 0.9928836822509766}"
1300,"{'label': 'POSITIVE', 'score': 0.9821646213531494}"
1301,"{'label': 'POSITIVE', 'score': 0.9953280687332153}"
1302,"{'label': 'POSITIVE', 'score': 0.9973819851875305}"
1303,"{'label': 'POSITIVE', 'score': 0.9971038699150085}"
1304,"{'label': 'POSITIVE', 'score': 0.997534990310669}"
1305,"{'label': 'POSITIVE', 'score': 0.9964026212692261}"
1306,"{'label': 'POSITIVE', 'score': 0.9952297210693359}"
1307,"{'label': 'NEGATIVE', 'score': 0.9944985508918762}"
1308,"{'label': 'POSITIVE', 'score': 0.9981526732444763}"
1309,"{'label': 'POSITIVE', 'score': 0.9982768297195435}"
1310,"{'label': 'NEGATIVE', 'score': 0.9940940737724304}"
1311,"{'label': 'POSITIVE', 'score': 0.9988130331039429}"
1312,"{'label': 'POSITIVE', 'score': 0.9958257675170898}"
1313,"{'label': 'POSITIVE', 'score': 0.998524010181427}"
1314,"{'label': 'POSITIVE', 'score': 0.9822794795036316}"
1315,"{'label': 'POSITIVE', 'score': 0.9987595081329346}"
1316,"{'label': 'POSITIVE', 'score': 0.9986339211463928}"
1317,"{'label': 'POSITIVE', 'score': 0.9985278844833374}"
1318,"{'label': 'NEGATIVE', 'score': 0.9957724213600159}"
1319,"{'label': 'POSITIVE', 'score': 0.992335855960846}"
1320,"{'label': 'POSITIVE', 'score': 0.9981144666671753}"
1321,"{'label': 'POSITIVE', 'score': 0.9982920289039612}"
1322,"{'label': 'POSITIVE', 'score': 0.9975689053535461}"
1323,"{'label': 'NEGATIVE', 'score': 0.991550087928772}"
1324,"{'label': 'POSITIVE', 'score': 0.9968199729919434}"
1325,"{'label': 'POSITIVE', 'score': 0.9983147382736206}"
1326,"{'label': 'NEGATIVE', 'score': 0.9927043914794922}"
1327,"{'label': 'POSITIVE', 'score': 0.9976149797439575}"
1328,"{'label': 'POSITIVE', 'score': 0.9988686442375183}"
1329,"{'label': 'POSITIVE', 'score': 0.9842441082000732}"
1330,"{'label': 'POSITIVE', 'score': 0.9971852898597717}"
1331,"{'label': 'POSITIVE', 'score': 0.993240475654602}"
1332,"{'label': 'POSITIVE', 'score': 0.9924461245536804}"
1333,"{'label': 'POSITIVE', 'score': 0.9961690306663513}"
1334,"{'label': 'POSITIVE', 'score': 0.9977625608444214}"
1335,"{'label': 'POSITIVE', 'score': 0.9925652742385864}"
1336,"{'label': 'POSITIVE', 'score': 0.9983276724815369}"
1337,"{'label': 'POSITIVE', 'score': 0.9980369210243225}"
1338,"{'label': 'POSITIVE', 'score': 0.9983528852462769}"
1339,"{'label': 'POSITIVE', 'score': 0.9976590871810913}"
1340,"{'label': 'POSITIVE', 'score': 0.9942253232002258}"
1341,"{'label': 'POSITIVE', 'score': 0.9979568719863892}"
1342,"{'label': 'POSITIVE', 'score': 0.998115062713623}"
1343,"{'label': 'NEGATIVE', 'score': 0.9938074946403503}"
1344,"{'label': 'POSITIVE', 'score': 0.998314619064331}"
1345,"{'label': 'POSITIVE', 'score': 0.9977826476097107}"
1346,"{'label': 'POSITIVE', 'score': 0.9979926347732544}"
1347,"{'label': 'POSITIVE', 'score': 0.996236264705658}"
1348,"{'label': 'NEGATIVE', 'score': 0.9922696352005005}"
1349,"{'label': 'POSITIVE', 'score': 0.9945411086082458}"
1350,"{'label': 'NEGATIVE', 'score': 0.9976531863212585}"
1351,"{'label': 'POSITIVE', 'score': 0.9979945421218872}"
1352,"{'label': 'POSITIVE', 'score': 0.9972686767578125}"
1353,"{'label': 'POSITIVE', 'score': 0.994340181350708}"
1354,"{'label': 'POSITIVE', 'score': 0.9941595792770386}"
1355,"{'label': 'POSITIVE', 'score': 0.9969066977500916}"
1356,"{'label': 'POSITIVE', 'score': 0.9950333833694458}"
1357,"{'label': 'POSITIVE', 'score': 0.9915071129798889}"
1358,"{'label': 'POSITIVE', 'score': 0.9983158111572266}"
1359,"{'label': 'POSITIVE', 'score': 0.9938899278640747}"
1360,"{'label': 'POSITIVE', 'score': 0.9979301691055298}"
1361,"{'label': 'NEGATIVE', 'score': 0.9970979690551758}"
1362,"{'label': 'NEGATIVE', 'score': 0.9881854057312012}"
1363,"{'label': 'NEGATIVE', 'score': 0.9981222748756409}"
1364,"{'label': 'POSITIVE', 'score': 0.9859995245933533}"
1365,"{'label': 'POSITIVE', 'score': 0.9980725049972534}"
1366,"{'label': 'POSITIVE', 'score': 0.9987298846244812}"
1367,"{'label': 'POSITIVE', 'score': 0.9967982172966003}"
1368,"{'label': 'POSITIVE', 'score': 0.996703565120697}"
1369,"{'label': 'POSITIVE', 'score': 0.9970955848693848}"
1370,"{'label': 'POSITIVE', 'score': 0.9932987689971924}"
1371,"{'label': 'POSITIVE', 'score': 0.9981513619422913}"
1372,"{'label': 'NEGATIVE', 'score': 0.9958095550537109}"
1373,"{'label': 'POSITIVE', 'score': 0.9965561628341675}"
1374,"{'label': 'POSITIVE', 'score': 0.9940500855445862}"
1375,"{'label': 'POSITIVE', 'score': 0.9975026249885559}"
1376,"{'label': 'POSITIVE', 'score': 0.9941410422325134}"
1377,"{'label': 'NEGATIVE', 'score': 0.979925274848938}"
1378,"{'label': 'POSITIVE', 'score': 0.9979555606842041}"
1379,"{'label': 'POSITIVE', 'score': 0.9974397420883179}"
1380,"{'label': 'POSITIVE', 'score': 0.9909030795097351}"
1381,"{'label': 'NEGATIVE', 'score': 0.9974367022514343}"
1382,"{'label': 'NEGATIVE', 'score': 0.9930798411369324}"
